Closure ID,Source Batch,Source Image ID,Previous Status,No-Pay Status,Manifest Action,Priority,Image Need Category,Crop / System,Subject / Process,Visible Cue / Target Cue,Existing File / Source Record,Source Type,Original Source URL,License,Commercial Use Allowed?,Modification Allowed?,Attribution Required?,Rights / Production Risk,Recommended Manuscript Treatment,Self-Photo Opportunity?,Caption / Label Action,Reason for Closure Decision,Verification Still Needed,Search Terms / Rejected Alternatives,Notes
B30_080,Batch 29 PermissionCommission,B29_14,Hold,Reject — Rights,Move to 05_Reject_Do_Not_Use under no-pay workflow,High,Waterlogging / root rot / root-zone failure,Basil,Rhizoctonia root rot,Dark diseased basil roots/crown,LSE_FOUND_B29_HOLD_ROOTS_Basil_RhizoctoniaRootRot_DarkRoots_MSU_PERMISSION.jpg,Extension,https://www.canr.msu.edu/news/vegetable_garden_issues,VERIFY,VERIFY,VERIFY,Yes/VERIFY,Rights/permission review,Permission-only/NC/unclear image; replace with text-only coverage or self-photo opportunity.,No,Do not imply all dark roots are Rhizoctonia.,Latest no-pay instruction explicitly moves this permission-only/NC/unclear rights class out of the active pool.,No outreach/no payment; do not use unless an independently clean license is later verified.,vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_081,Batch 29 PermissionCommission,B29_15,Hold,Reject — Rights,Move to 05_Reject_Do_Not_Use under no-pay workflow,High,Waterlogging / root rot / root-zone failure,Strawberry,black root rot complex,Healthy vs black/diseased root systems side-by-side,LSE_FOUND_B29_HOLD_ROOTS_Strawberry_BlackRootRot_HealthyVsDiseased_NCSU_PERMISSION.jpg,Extension,https://content.ces.ncsu.edu/black-root-rot-of-strawberry-1,VERIFY,VERIFY,VERIFY,Yes/VERIFY,Rights/permission review,Permission-only/NC/unclear image; replace with text-only coverage or self-photo opportunity.,No,BRR is a complex; do not name one pathogen.,Latest no-pay instruction explicitly moves this permission-only/NC/unclear rights class out of the active pool.,No outreach/no payment; do not use unless an independently clean license is later verified.,vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_082,Batch 29 PermissionCommission,B29_16,Hold,Reject — Rights,Move to 05_Reject_Do_Not_Use under no-pay workflow,High,Bacterial wilt ooze / streaming test,Tomato,bacterial wilt streaming test,Cut stem in water with milky exudate/streaming,LSE_FOUND_B29_HOLD_DISEASE_Tomato_BacterialWilt_StreamingTest_UAEX_PERMISSION.jpg,Extension,https://www.uaex.uada.edu/yard-garden/plant-health-clinic/disease-notes/posts/disease-note-17.aspx,VERIFY,VERIFY,VERIFY,Yes/VERIFY,Rights/permission review,Permission-only/NC/unclear image; replace with text-only coverage or self-photo opportunity.,No,Not a universal proof for all wilts.,Latest no-pay instruction explicitly moves this permission-only/NC/unclear rights class out of the active pool.,No outreach/no payment; do not use unless an independently clean license is later verified.,vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_083,Batch 29 PermissionCommission,B29_17,Hold,Reject — Rights,Move out of active candidate pool under no-pay workflow,High,Okra and cowpea pest damage,Okra,root-knot nematode galling,Search result identifies signs on okra roots,B29_17_HOLD_SOURCE_RECORD.txt,Bugwood,https://www.invasive.org/browse/image/5577107,Creative Commons [VERIFY],VERIFY,VERIFY,VERIFY,Rights/permission review,"Do not use image. Cover in text, use an existing clean substitute, or self-photograph later if practical.",No,Do not use without exact license.,"Prior status was Hold due to permission, unclear source, unclear commercial use, unclear modification rights, or unresolved ID; no outreach/no-pay rule makes it unusable.",No further permission outreach under current policy; keep source note only for future optional licensing.,vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_084,Batch 29 PermissionCommission,B29_18,Hold,Reject — Rights,Move out of active candidate pool under no-pay workflow,High,Herbicide drift with commercial-safe rights,Pepper,herbicide damage / cupping,Search result identifies pepper herbicide damage and cupping,B29_18_HOLD_SOURCE_RECORD.txt,Bugwood/IPMImages,https://www.ipmimages.org/browse/image/5392914,Creative Commons [VERIFY],VERIFY,VERIFY,VERIFY,Rights/permission review,"Do not use image. Cover in text, use an existing clean substitute, or self-photograph later if practical.",No,Do not use without exact license.,"Prior status was Hold due to permission, unclear source, unclear commercial use, unclear modification rights, or unresolved ID; no outreach/no-pay rule makes it unusable.",No further permission outreach under current policy; keep source note only for future optional licensing.,vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_085,Batch 29 PermissionCommission,B29_19,Hold,Reject — Rights,Move out of active candidate pool under no-pay workflow,High,Bacterial wilt ooze / streaming test,Tomato,bacterial streaming test,Search result identifies bacterial streaming test image,B29_19_HOLD_SOURCE_RECORD.txt,Bugwood/Invasive,https://www.invasive.org/browse/image/5606060,Creative Commons [VERIFY],VERIFY,VERIFY,VERIFY,Rights/permission review,"Do not use image. Cover in text, use an existing clean substitute, or self-photograph later if practical.",No,Do not use without exact license.,"Prior status was Hold due to permission, unclear source, unclear commercial use, unclear modification rights, or unresolved ID; no outreach/no-pay rule makes it unusable.",No further permission outreach under current policy; keep source note only for future optional licensing.,vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_086,Batch 29 PermissionCommission,B29_20,Reject,Reject — Rights,Move to 05_Reject_Do_Not_Use under no-pay workflow,High,Bacterial wilt ooze / streaming test,Tomato,bacterial streaming test,Source-identified streaming test; NC license,B29_20_REJECT_SOURCE_RECORD.txt,Bugwood/ForestryImages,https://www.forestryimages.org/browse/image/5472887,CC BY-NC 3.0,No,"Yes under NC, not commercial",Yes,NC commercial-use block,Permission-only/NC/unclear image; replace with text-only coverage or self-photo opportunity.,No,Permission target only.,Latest no-pay instruction explicitly moves this permission-only/NC/unclear rights class out of the active pool.,No outreach/no payment; do not use unless an independently clean license is later verified.,vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_087,Batch 29 PermissionCommission,B29_21,Reject,Reject — Rights,Move to 05_Reject_Do_Not_Use under no-pay workflow,High,Bacterial wilt ooze / streaming test,Tomato,bacterial wilt ooze test,PlantwisePlus ooze-test reference; NC/unclear figure rights,B29_21_REJECT_SOURCE_RECORD.txt,Other / PlantwisePlus,https://plantwiseplusknowledgebank.org/doi/full/10.1079/pwkb.20167801480,CC BY-NC-SA [VERIFY] 4.0,No,No for commercial without permission,Yes,ShareAlike production review,Permission-only/NC/unclear image; replace with text-only coverage or self-photo opportunity.,No,Reference only.,Latest no-pay instruction explicitly moves this permission-only/NC/unclear rights class out of the active pool.,No outreach/no payment; do not use unless an independently clean license is later verified.,vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_088,Batch 29 PermissionCommission,B29_22,Reject,Reject — Rights,Move to 05_Reject_Do_Not_Use under no-pay workflow,High,Okra and cowpea pest damage,Cowpea,cowpea curculio larva inside pod,Larva emerging from cowpea pod,B29_22_REJECT_SOURCE_RECORD.txt,Bugwood/Invasive,https://www.invasive.org/browse/image/5619676,CC BY-NC 3.0,No,"Yes under NC, not commercial",Yes,NC commercial-use block,Permission-only/NC/unclear image; replace with text-only coverage or self-photo opportunity.,No,"Permission target, not use candidate.",Latest no-pay instruction explicitly moves this permission-only/NC/unclear rights class out of the active pool.,No outreach/no payment; do not use unless an independently clean license is later verified.,vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_089,Batch 29 PermissionCommission,B29_23,Reject,Reject — Rights,Move to 05_Reject_Do_Not_Use under no-pay workflow,Medium,Okra and cowpea pest damage,Cowpea,cowpea curculio adult,Adult cowpea curculio,B29_23_REJECT_SOURCE_RECORD.txt,Bugwood/Invasive,https://www.invasive.org/browse/image/5619671,CC BY-NC 3.0,No,"Yes under NC, not commercial",Yes,NC commercial-use block,Permission-only/NC/unclear image; replace with text-only coverage or self-photo opportunity.,No,Permission target only.,Latest no-pay instruction explicitly moves this permission-only/NC/unclear rights class out of the active pool.,No outreach/no payment; do not use unless an independently clean license is later verified.,vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_090,Batch 29 PermissionCommission,B29_NS_01,No suitable found photo / Commission,Text-Only Coverage,Do not keep searching broadly; cover with text/table/confirm-by box,High,Vegetable-specific fertilizer / salt burn,tomato/pepper/cucumber/squash/bean/lettuce/basil/strawberry,fertilizer or salt burn,Vegetable-specific marginal scorch/tip burn/salt crust with confirmed fertilizer/salt cause,B29_NS_01_COMMISSION_SHOT_LIST.txt,No suitable found photo,,,VERIFY,VERIFY,VERIFY,Rights/permission review,"Use conservative diagnostic text, comparison table, checklist, or existing clean substitute rather than an image.",Yes,Do not create AI diagnostic substitute; use real source-confirmed photo only.,"Need remains useful, but Batch 26–29 results show it is too specific, rights-locked, or not cleanly available online; no-pay policy prevents permission or paid licensing.",No photo to verify; manuscript text still requires source review.,vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_091,Batch 29 PermissionCommission,B29_NS_02,No suitable found photo / Commission,Self-Photo Opportunity,Add to self-photo shot list; leave unfilled for now,High,Waterlogging / root rot / root-zone failure,tomato/pepper/basil/lettuce/container herbs/raised beds,waterlogging / anaerobic roots,"Pulled roots showing brown/mushy roots, saturated mix, or healthy-vs-failed roots",B29_NS_02_COMMISSION_SHOT_LIST.txt,No suitable found photo,,,VERIFY,VERIFY,VERIFY,Rights/permission review,Photograph locally later with real North Texas setup or root/soil condition; otherwise cover with text/checklist.,Yes,Do not create AI diagnostic substitute; use real source-confirmed photo only.,"No clean found photo was located, but the subject can realistically be photographed later without paying or licensing.","Future self-photo must document crop/system, visible cue, date/location context, and caption-safe diagnosis.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_092,Batch 29 PermissionCommission,B29_NS_03,No suitable found photo / Commission,Omit,Omit photo; include short diagnostic text if needed,High,Bacterial wilt ooze / streaming test,tomato/cucurbits/pepper,bacterial wilt streaming test,Cut stem in water with milky bacterial streaming,B29_NS_03_COMMISSION_SHOT_LIST.txt,No suitable found photo,,,VERIFY,VERIFY,VERIFY,Rights/permission review,No photo required. Use a short text box describing the streaming test and lab/extension confirmation.,No,Do not create AI diagnostic substitute; use real source-confirmed photo only.,"Need remains useful, but Batch 26–29 results show it is too specific, rights-locked, or not cleanly available online; no-pay policy prevents permission or paid licensing.",No photo to verify; manuscript text still requires source review.,vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_093,Batch 29 PermissionCommission,B29_NS_04,No suitable found photo / Commission,Text-Only Coverage,Do not keep searching broadly; cover with text/table/confirm-by box,High,Okra and cowpea pest damage,okra,stink bug / leaffooted bug pod injury,Warted/curled/distorted pods with confirmed stink bug/leaffooted bug cause,B29_NS_04_COMMISSION_SHOT_LIST.txt,No suitable found photo,,,VERIFY,VERIFY,VERIFY,Rights/permission review,"Use conservative diagnostic text, comparison table, checklist, or existing clean substitute rather than an image.",Yes,Do not create AI diagnostic substitute; use real source-confirmed photo only.,"Need remains useful, but Batch 26–29 results show it is too specific, rights-locked, or not cleanly available online; no-pay policy prevents permission or paid licensing.",No photo to verify; manuscript text still requires source review.,vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_094,Batch 29 PermissionCommission,B29_NS_05,No suitable found photo / Commission,Text-Only Coverage,Do not keep searching broadly; cover with text/table/confirm-by box,High,Okra and cowpea pest damage,cowpea,cowpea curculio pod damage / larva inside pod,"Larva inside pod, emergence hole, seed damage, adult nearby",B29_NS_05_COMMISSION_SHOT_LIST.txt,No suitable found photo,,,VERIFY,VERIFY,VERIFY,Rights/permission review,"Use conservative diagnostic text, comparison table, checklist, or existing clean substitute rather than an image.",Yes,Do not create AI diagnostic substitute; use real source-confirmed photo only.,"Need remains useful, but Batch 26–29 results show it is too specific, rights-locked, or not cleanly available online; no-pay policy prevents permission or paid licensing.",No photo to verify; manuscript text still requires source review.,vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_095,Batch 29 PermissionCommission,B29_NS_06,No suitable found photo / Commission,Self-Photo Opportunity,Add to self-photo shot list; leave unfilled for now,High,Clean-rights North Texas-style practical setup photos,North Texas vegetable beds,shade cloth + drip + mulch heat setup,"Real bed with shade cloth, drip line, mulch, and anchoring visible",B29_NS_06_COMMISSION_SHOT_LIST.txt,No suitable found photo,,,VERIFY,VERIFY,VERIFY,Rights/permission review,Photograph locally later with real North Texas setup or root/soil condition; otherwise cover with text/checklist.,Yes,Do not create AI diagnostic substitute; use real source-confirmed photo only.,"No clean found photo was located, but the subject can realistically be photographed later without paying or licensing.","Future self-photo must document crop/system, visible cue, date/location context, and caption-safe diagnosis.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_096,Batch 29 PermissionCommission,B29_NS_07,No suitable found photo / Commission,Self-Photo Opportunity,Add to self-photo shot list; leave unfilled for now,High,Clean-rights North Texas-style practical setup photos,Blackland clay raised beds,ponding / smearing / cracking / compaction,Standing water or smeared wet clay in vegetable bed; cracked dry clay counterpart,B29_NS_07_COMMISSION_SHOT_LIST.txt,No suitable found photo,,,VERIFY,VERIFY,VERIFY,Rights/permission review,Photograph locally later with real North Texas setup or root/soil condition; otherwise cover with text/checklist.,Yes,Do not create AI diagnostic substitute; use real source-confirmed photo only.,"No clean found photo was located, but the subject can realistically be photographed later without paying or licensing.","Future self-photo must document crop/system, visible cue, date/location context, and caption-safe diagnosis.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_097,Batch 29 PermissionCommission,B29_NS_08,No suitable found photo / Commission,Self-Photo Opportunity,Add to self-photo shot list; leave unfilled for now,Medium,Clean-rights North Texas-style practical setup photos,herb barrel / patio herb garden,barrel drainage setup,"Barrel herb garden with holes, risers, overflow path and separated water-use groups",B29_NS_08_COMMISSION_SHOT_LIST.txt,No suitable found photo,,,VERIFY,VERIFY,VERIFY,Rights/permission review,Photograph locally later with real North Texas setup or root/soil condition; otherwise cover with text/checklist.,Yes,Do not create AI diagnostic substitute; use real source-confirmed photo only.,"No clean found photo was located, but the subject can realistically be photographed later without paying or licensing.","Future self-photo must document crop/system, visible cue, date/location context, and caption-safe diagnosis.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_098,Batch 29 PermissionCommission,B29_NS_09,No suitable found photo / Commission,Text-Only Coverage,Use broader clean root-knot image as substitute if needed; no okra-specific photo required,High,Okra and cowpea pest damage,okra,root-knot nematode galling,Pulled okra roots with confirmed root-knot galling,B29_NS_09_COMMISSION_SHOT_LIST.txt,No suitable found photo,,,VERIFY,VERIFY,VERIFY,Rights/permission review,Cross-reference existing clean tomato/sweet potato/pepper root-knot galling photos; describe okra in text.,Yes,Do not create AI diagnostic substitute; use real source-confirmed photo only.,Okra-specific root-knot photo remains hard to source; broader clean root-knot visuals already teach the hidden-cause cue.,No photo to verify; manuscript text still requires source review.,vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B30_099,Batch 29 PermissionCommission,B29_NS_10,No suitable found photo / Commission,Self-Photo Opportunity,Add to self-photo shot list; leave unfilled for now,High,Waterlogging / root rot / root-zone failure,vegetable seedlings,damping-off at soil line,Collapsed seedlings at soil line with confirmed damping-off,B29_NS_10_COMMISSION_SHOT_LIST.txt,No suitable found photo,,,VERIFY,VERIFY,VERIFY,Rights/permission review,Photograph locally later with real North Texas setup or root/soil condition; otherwise cover with text/checklist.,Yes,Do not create AI diagnostic substitute; use real source-confirmed photo only.,"No clean found photo was located, but the subject can realistically be photographed later without paying or licensing.","Future self-photo must document crop/system, visible cue, date/location context, and caption-safe diagnosis.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY | Rejected: Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
